mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_regressor__l2_regularization,param_regressor__max_iter,param_regressor__min_samples_leaf,param_selectfeatures__Zc,param_selectfeatures__abundance,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
9.688862609863282,0.8394698798880644,0.04508652687072754,0.007164074279577105,0.0,100,10,,family,"{'regressor__l2_regularization': 0, 'regressor__max_iter': 100, 'regressor__min_samples_leaf': 10, 'selectfeatures__Zc': None, 'selectfeatures__abundance': 'family'}",-70.27020502943881,-83.62746474747523,-77.98014406309852,-86.84028436850207,-77.77558958046536,-79.29873755779599,5.6777790651177655,20
5.580684185028076,0.04325025989461932,0.049454545974731444,0.0033002142842597022,0.0,100,20,,family,"{'regressor__l2_regularization': 0, 'regressor__max_iter': 100, 'regressor__min_samples_leaf': 20, 'selectfeatures__Zc': None, 'selectfeatures__abundance': 'family'}",-70.38657997911157,-83.62073001823109,-78.02811223558797,-85.47106269449422,-75.92850487353871,-78.68699796019271,5.427809862321448,17
3.163944149017334,0.2269283640793729,0.05041279792785645,0.0024309830994875175,0.0,100,40,,family,"{'regressor__l2_regularization': 0, 'regressor__max_iter': 100, 'regressor__min_samples_leaf': 40, 'selectfeatures__Zc': None, 'selectfeatures__abundance': 'family'}",-72.66131170921403,-85.88835473113065,-82.48475988749775,-85.61890159060175,-75.0723935403162,-80.34514429175208,5.476510505115548,27
20.74395694732666,1.7315475292087645,0.0767427921295166,0.006798939902739292,0.0,200,10,,family,"{'regressor__l2_regularization': 0, 'regressor__max_iter': 200, 'regressor__min_samples_leaf': 10, 'selectfeatures__Zc': None, 'selectfeatures__abundance': 'family'}",-66.21922405929877,-83.88812886139365,-76.63640880142404,-84.67141773605742,-80.82796951466958,-78.44862979456869,6.7352061131375045,12
11.229243087768555,0.2696253046033351,0.06985974311828613,0.0013563043254988282,0.0,200,20,,family,"{'regressor__l2_regularization': 0, 'regressor__max_iter': 200, 'regressor__min_samples_leaf': 20, 'selectfeatures__Zc': None, 'selectfeatures__abundance': 'family'}",-68.52548958455267,-82.5677683550301,-79.768723357044,-80.910701125762,-76.36774699513269,-77.62808588350428,4.984055939424313,3
5.477943754196167,0.6669799348464364,0.06271014213562012,0.0074594759941249665,0.0,200,40,,family,"{'regressor__l2_regularization': 0, 'regressor__max_iter': 200, 'regressor__min_samples_leaf': 40, 'selectfeatures__Zc': None, 'selectfeatures__abundance': 'family'}",-72.28104933095106,-83.4006769512235,-78.26568445207907,-81.89458951492401,-76.10593527900943,-78.38958710563742,3.9985175904885306,11
43.9184271812439,2.0845109894162643,0.12460131645202636,0.008292119637556609,0.0,400,10,,family,"{'regressor__l2_regularization': 0, 'regressor__max_iter': 400, 'regressor__min_samples_leaf': 10, 'selectfeatures__Zc': None, 'selectfeatures__abundance': 'family'}",-70.92500262561063,-84.36022437913545,-78.12094353187526,-82.96671791614314,-77.02102722477026,-78.67878313550695,4.771700140754924,16
21.810583782196044,1.8130305154289035,0.12380328178405761,0.015756898829712047,0.0,400,20,,family,"{'regressor__l2_regularization': 0, 'regressor__max_iter': 400, 'regressor__min_samples_leaf': 20, 'selectfeatures__Zc': None, 'selectfeatures__abundance': 'family'}",-69.58671550286412,-83.10737427303586,-79.32340182323564,-82.50319667892673,-75.81794301017935,-78.06772625764833,4.972670091337359,6
11.802425289154053,0.67267596552453,0.10283288955688477,0.0033045964565072824,0.0,400,40,,family,"{'regressor__l2_regularization': 0, 'regressor__max_iter': 400, 'regressor__min_samples_leaf': 40, 'selectfeatures__Zc': None, 'selectfeatures__abundance': 'family'}",-70.19470800790788,-80.38428098487245,-81.7950227860208,-83.49158437140002,-77.42619929006196,-78.6583590880526,4.676091093250467,15
11.286059808731078,0.5113961466769962,0.055228805541992186,0.0005453237538409645,0.01,100,10,,family,"{'regressor__l2_regularization': 0.01, 'regressor__max_iter': 100, 'regressor__min_samples_leaf': 10, 'selectfeatures__Zc': None, 'selectfeatures__abundance': 'family'}",-70.94582178273714,-84.55581499620615,-77.94108611369799,-83.59582770314421,-78.59619576348314,-79.12694927185373,4.85926486613767,19
5.216244029998779,0.6228599533236427,0.04485440254211426,0.006249432414245412,0.01,100,20,,family,"{'regressor__l2_regularization': 0.01, 'regressor__max_iter': 100, 'regressor__min_samples_leaf': 20, 'selectfeatures__Zc': None, 'selectfeatures__abundance': 'family'}",-66.93867476582551,-84.55388985150849,-81.18805288870104,-85.68767722228552,-75.84896828104905,-78.8434526018739,6.864988367287849,18
3.3653106689453125,0.24666982885155764,0.051140356063842776,0.0028169244268876023,0.01,100,40,,family,"{'regressor__l2_regularization': 0.01, 'regressor__max_iter': 100, 'regressor__min_samples_leaf': 40, 'selectfeatures__Zc': None, 'selectfeatures__abundance': 'family'}",-72.02006515278524,-84.035309965761,-80.51977840042943,-83.61748677680458,-76.49368210570412,-79.33726448029688,4.547914690975419,21
22.770355129241942,0.3057118133371337,0.08193693161010743,0.004013072168404998,0.01,200,10,,family,"{'regressor__l2_regularization': 0.01, 'regressor__max_iter': 200, 'regressor__min_samples_leaf': 10, 'selectfeatures__Zc': None, 'selectfeatures__abundance': 'family'}",-68.05904893137645,-83.41153116092775,-77.4688380399352,-85.50698035991269,-75.98765958289688,-78.0868116150098,6.144198848966367,7
9.456452226638794,1.8607398320612674,0.06366286277770997,0.010560206741574662,0.01,200,20,,family,"{'regressor__l2_regularization': 0.01, 'regressor__max_iter': 200, 'regressor__min_samples_leaf': 20, 'selectfeatures__Zc': None, 'selectfeatures__abundance': 'family'}",-67.01964918980107,-82.62444793135506,-79.07468244014781,-79.61873943325136,-77.20757385725139,-77.10901857036136,5.33643292727796,1
6.265841293334961,0.11389835318566201,0.07083425521850586,0.00784039323968275,0.01,200,40,,family,"{'regressor__l2_regularization': 0.01, 'regressor__max_iter': 200, 'regressor__min_samples_leaf': 40, 'selectfeatures__Zc': None, 'selectfeatures__abundance': 'family'}",-68.08918301219012,-84.577948022585,-79.9190724870835,-82.64754056834836,-76.48544855942491,-78.34383852992639,5.804806758052398,10
42.85878839492798,5.27103422873178,0.13073959350585937,0.012192163481091985,0.01,400,10,,family,"{'regressor__l2_regularization': 0.01, 'regressor__max_iter': 400, 'regressor__min_samples_leaf': 10, 'selectfeatures__Zc': None, 'selectfeatures__abundance': 'family'}",-69.58646818494124,-84.13023144902509,-76.79461929392836,-84.05717454316795,-76.12037662150223,-78.13777401851299,5.476269477640834,9
23.550686740875243,0.59987289821687,0.11209564208984375,0.010654836322022949,0.01,400,20,,family,"{'regressor__l2_regularization': 0.01, 'regressor__max_iter': 400, 'regressor__min_samples_leaf': 20, 'selectfeatures__Zc': None, 'selectfeatures__abundance': 'family'}",-67.42180790148132,-85.313198358648,-80.80640562214823,-80.98620859465416,-75.92275043136279,-78.09007418165889,6.106533739729968,8
11.126787805557251,1.6039515976554197,0.10412349700927734,0.003710612025249718,0.01,400,40,,family,"{'regressor__l2_regularization': 0.01, 'regressor__max_iter': 400, 'regressor__min_samples_leaf': 40, 'selectfeatures__Zc': None, 'selectfeatures__abundance': 'family'}",-69.33274376216318,-82.25495607754894,-77.52575442369442,-82.2917110765392,-75.73472123177699,-77.42797731434453,4.803438619958961,2
11.009106206893922,0.7279487270462156,0.0566248893737793,0.001917489731112222,0.1,100,10,,family,"{'regressor__l2_regularization': 0.1, 'regressor__max_iter': 100, 'regressor__min_samples_leaf': 10, 'selectfeatures__Zc': None, 'selectfeatures__abundance': 'family'}",-67.65696022496083,-85.0985182761725,-78.07498315259286,-85.13872855907022,-76.92577454932815,-78.57899295242491,6.446895338727586,13
5.646351146697998,0.6027797054834039,0.05140905380249024,0.0069117831482549685,0.1,100,20,,family,"{'regressor__l2_regularization': 0.1, 'regressor__max_iter': 100, 'regressor__min_samples_leaf': 20, 'selectfeatures__Zc': None, 'selectfeatures__abundance': 'family'}",-70.27672977946462,-86.10192118061852,-81.49178939684288,-83.13901277673892,-76.92250400109582,-79.58639142695215,5.522135167810944,22
3.4985897541046143,0.09928931265287445,0.052972602844238284,0.002912114411754279,0.1,100,40,,family,"{'regressor__l2_regularization': 0.1, 'regressor__max_iter': 100, 'regressor__min_samples_leaf': 40, 'selectfeatures__Zc': None, 'selectfeatures__abundance': 'family'}",-71.67111059695462,-84.22675345733042,-81.74667793830467,-84.50479306872032,-77.3912447996255,-79.9081159721871,4.844445855038789,24
21.603636312484742,1.3546381590965337,0.07761445045471191,0.008646385417307048,0.1,200,10,,family,"{'regressor__l2_regularization': 0.1, 'regressor__max_iter': 200, 'regressor__min_samples_leaf': 10, 'selectfeatures__Zc': None, 'selectfeatures__abundance': 'family'}",-67.62921236605985,-84.75841567975637,-78.50783562241111,-83.66275786921722,-75.56923779174531,-78.02549186583796,6.188044894639883,5
11.481984329223632,0.6979043497535927,0.07603182792663574,0.004836159657355083,0.1,200,20,,family,"{'regressor__l2_regularization': 0.1, 'regressor__max_iter': 200, 'regressor__min_samples_leaf': 20, 'selectfeatures__Zc': None, 'selectfeatures__abundance': 'family'}",-68.30607121147196,-86.39469361677706,-79.09154875404478,-79.90184554045639,-79.2971501183319,-78.59826184821642,5.8162641558504315,14
6.046026611328125,0.472467589797051,0.06599655151367187,0.009103162973656695,0.1,200,40,,family,"{'regressor__l2_regularization': 0.1, 'regressor__max_iter': 200, 'regressor__min_samples_leaf': 40, 'selectfeatures__Zc': None, 'selectfeatures__abundance': 'family'}",-71.90992618431446,-85.63160565926202,-80.15466157358938,-85.81105717623778,-76.88204804537902,-80.07785972775653,5.303732573533771,26
44.248348999023435,2.007335083435235,0.1346653461456299,0.008952890550184774,0.1,400,10,,family,"{'regressor__l2_regularization': 0.1, 'regressor__max_iter': 400, 'regressor__min_samples_leaf': 10, 'selectfeatures__Zc': None, 'selectfeatures__abundance': 'family'}",-70.91670947983943,-85.92975788260148,-78.86274810208086,-84.73362798662875,-78.79545210204553,-79.84765911063921,5.342352813520262,23
21.521509218215943,2.140569469067768,0.10782551765441895,0.024868628745322263,0.1,400,20,,family,"{'regressor__l2_regularization': 0.1, 'regressor__max_iter': 400, 'regressor__min_samples_leaf': 20, 'selectfeatures__Zc': None, 'selectfeatures__abundance': 'family'}",-71.77585214117605,-86.04205375374805,-79.04719859266012,-83.88036876899314,-78.85182077709477,-79.91945880673441,4.927352128294339,25
10.35777416229248,1.015498574431618,0.067653226852417,0.005800266387751515,0.1,400,40,,family,"{'regressor__l2_regularization': 0.1, 'regressor__max_iter': 400, 'regressor__min_samples_leaf': 40, 'selectfeatures__Zc': None, 'selectfeatures__abundance': 'family'}",-68.80045934682563,-82.76755495401939,-77.7522657871234,-83.90263821603153,-76.73104671585584,-77.99079300397116,5.364204642107701,4
